,Unnamed: 0,Unnamed: 0.1,Location,Job Salary,Skills,Countword,lon,lat,Numbers,FIPS
149,149,149,"Alameda Harbor, CA",[155000.0],['data scientist retail analytics data scientist retail analytics north effort provide exceptional leadership'],"{'data': 2, 'scientist': 2, 'retail': 2, 'analytics': 2, 'north': 1, 'effort': 1, 'provide': 1, 'exceptional': 1, 'leadership': 1}",-122.251358,37.7793728,7,06001
150,150,150,"Cary, NC","[114500.0, 105000.0]","['shaker spearhead deep learning machine learning field employee selection', 'data scientist enterprise analytics team pivotal sa internal analytics program']","{'shaker': 1, 'spearhead': 1, 'deep': 1, 'learning': 2, 'machine': 1, 'field': 1, 'employee': 1, 'selection': 1, 'data': 1, 'scientist': 1, 'enterprise': 1, 'analytics': 2, 'team': 1, 'pivotal': 1, 'sa': 1, 'internal': 1, 'program': 1}",-78.78111690000001,35.79154000000001,3,37183
151,151,151,"Hazlet, NJ",[111000.0],['build tool automate applicable process analytics enhance existing microsoft based analytics'],"{'build': 1, 'tool': 1, 'automate': 1, 'applicable': 1, 'process': 1, 'analytics': 2, 'enhance': 1, 'existing': 1, 'microsoft': 1, 'based': 1}",-74.16509909999998,40.4289526,2,34025
152,152,152,"Tucson, AZ","[96500.0, 62000.0, 35000.0, [], 97000.0, 74500.0, 32500.0]","['career data set varying size organizing interpreting scientific publication analytics', 'ability efficiently team engineer manufacturing personnel scientist run data correlation reduction including spc', 'equipoint partner ha combined world class engineer revolutionary health care delivery fulfillment software data scientist health care expert', 'medical technologist maintains technical quality assurance standard procedure clinical laboratory', 'mentor participates professional development imaging scientist senior highly collaborative team imaging scientist', 'efficiently effectively operate characterization laboratory supervise assigned technician scientist', 'perform limited repetitive laboratory test produce reliable precise data support scientific investigation']","{'career': 1, 'data': 4, 'set': 1, 'varying': 1, 'size': 1, 'organizing': 1, 'interpreting': 1, 'scientific': 2, 'publication': 1, 'analytics': 1, 'ability': 1, 'efficiently': 2, 'team': 2, 'engineer': 2, 'manufacturing': 1, 'personnel': 1, 'scientist': 5, 'run': 1, 'correlation': 1, 'reduction': 1, 'including': 1, 'spc': 1, 'equipoint': 1, 'partner': 1, 'ha': 1, 'combined': 1, 'world': 1, 'class': 1, 'revolutionary': 1, 'health': 2, 'care': 2, 'delivery': 1, 'fulfillment': 1, 'software': 1, 'expert': 1, 'medical': 1, 'technologist': 1, 'maintains': 1, 'technical': 1, 'quality': 1, 'assurance': 1, 'standard': 1, 'procedure': 1, 'clinical': 1, 'laboratory': 3, 'mentor': 1, 'participates': 1, 'professional': 1, 'development': 1, 'imaging': 2, 'senior': 1, 'highly': 1, 'collaborative': 1, 'effectively': 1, 'operate': 1, 'characterization': 1, 'supervise': 1, 'assigned': 1, 'technician': 1, 'perform': 1, 'limited': 1, 'repetitive': 1, 'test': 1, 'produce': 1, 'reliable': 1, 'precise': 1, 'support': 1, 'investigation': 1}",-110.9747108,32.2226066,2,04019
153,153,153,"Kirkland, WA","[107000.0, 107500.0]","['deep aptitude data metric analysis trend applied knowledge measurement statistic program evaluation', 'provide technical support appropriate data engineering data scientist resource development data governance system policy']","{'deep': 1, 'aptitude': 1, 'data': 4, 'metric': 1, 'analysis': 1, 'trend': 1, 'applied': 1, 'knowledge': 1, 'measurement': 1, 'statistic': 1, 'program': 1, 'evaluation': 1, 'provide': 1, 'technical': 1, 'support': 1, 'appropriate': 1, 'engineering': 1, 'scientist': 1, 'resource': 1, 'development': 1, 'governance': 1, 'system': 1, 'policy': 1}",-122.2059833,47.6768927,1,53033
154,154,154,"Reynoldsburg, OH",[113500.0],['various statistical technique limited predictive modeling customer profiling segmentation data mining etc provide relevant amp'],"{'various': 1, 'statistical': 1, 'technique': 1, 'limited': 1, 'predictive': 1, 'modeling': 1, 'customer': 1, 'profiling': 1, 'segmentation': 1, 'data': 1, 'mining': 1, 'etc': 1, 'provide': 1, 'relevant': 1, 'amp': 1}",-82.81211909999998,39.95478610000001,1,39049
155,155,155,"South Plainfield, NJ","[57500.0, 57500.0]","['collaboratively bench scientist comprehend project objective evaluate provide informatics solution', 'collaboratively bench scientist comprehend project objective evaluate provide informatics solution']","{'collaboratively': 2, 'bench': 2, 'scientist': 2, 'comprehend': 2, 'project': 2, 'objective': 2, 'evaluate': 2, 'provide': 2, 'informatics': 2, 'solution': 2}",-74.4115401,40.5792701,30,34023
156,156,156,"Bismarck, ND",[10500.0],['oversees enterprise information management eim program data scientist data steward data service provider'],"{'oversees': 1, 'enterprise': 1, 'information': 1, 'management': 1, 'eim': 1, 'program': 1, 'data': 3, 'scientist': 1, 'steward': 1, 'service': 1, 'provider': 1}",-100.7837392,46.8083268,3,38015
157,157,157,"Poulsbo, WA",[97000.0],['seeking highly motivated software engineer team create innovative solution customer senior level'],"{'seeking': 1, 'highly': 1, 'motivated': 1, 'software': 1, 'engineer': 1, 'team': 1, 'create': 1, 'innovative': 1, 'solution': 1, 'customer': 1, 'senior': 1, 'level': 1}",-122.6465372,47.735928,1,53035
158,158,158,"Durham, NC","[109000.0, 70000.0, 96000.0, 110500.0, 99000.0, 106500.0]","['shaker spearhead deep learning machine learning field employee selection', 'pipeline implemented series package planning analysis developed data scientist sql backend', 'center data science rti international nation largest independent nonprofit scientific research organization seeking entry level', 'experience data mining amp machine learning methodology involved data pipeline operation data ingestion data', 'responsibility data review scientist include evaluate analyze synthesize data piper company seeking seasoned data review scientist', 'data analysis scientist erves key genetic project team gpt team scientist development analytical tool']","{'shaker': 1, 'spearhead': 1, 'deep': 1, 'learning': 3, 'machine': 2, 'field': 1, 'employee': 1, 'selection': 1, 'pipeline': 2, 'implemented': 1, 'series': 1, 'package': 1, 'planning': 1, 'analysis': 2, 'developed': 1, 'data': 10, 'scientist': 5, 'sql': 1, 'backend': 1, 'center': 1, 'science': 1, 'rti': 1, 'international': 1, 'nation': 1, 'largest': 1, 'independent': 1, 'nonprofit': 1, 'scientific': 1, 'research': 1, 'organization': 1, 'seeking': 2, 'entry': 1, 'level': 1, 'experience': 1, 'mining': 1, 'amp': 1, 'methodology': 1, 'involved': 1, 'operation': 1, 'ingestion': 1, 'responsibility': 1, 'review': 2, 'include': 1, 'evaluate': 1, 'analyze': 1, 'synthesize': 1, 'piper': 1, 'company': 1, 'seasoned': 1, 'erves': 1, 'key': 1, 'genetic': 1, 'project': 1, 'team': 2, 'gpt': 1, 'development': 1, 'analytical': 1, 'tool': 1}",-78.898619,35.99403289999999,1,37063
